epoch,distinct_tapes,leader_coverage,leader_rep_hex,ss_copy_rate,ss_colonisation,ss_colonisation_sem,ss_mean_steps,ctrl_soup_copy_rate,ctrl_soup_colonisation,ctrl_soup_colonisation_sem,ctrl_rand_copy_rate,ctrl_rand_colonisation,ctrl_rand_colonisation_sem,frac_bytes_in_motif,H_inside,H_outside,conserved_lo,conserved_hi,conserved_width,n_aligned_tapes
17500,2929,0.058044,fd5b3e7dfcbc12f83a2cb873fc995d1b,0.920898,0.772697,0.007807,5044.75,1.0,0.512474,0.015534,0.522461,0.500099,0.000405,0.02037,4.8711,7.5493,-13,32,46,854
18500,2900,0.03891,fd5b3e7d4a5aac3a712cb17afd915d57,0.920898,0.775597,0.007906,4974.28,0.998047,0.528488,0.015544,0.532227,0.500526,0.000586,0.013825,4.6336,7.5546,-13,32,46,637
19500,2818,0.033203,b0fd5b3e7df7bcbd4b1f2c98c40e995d,0.899414,0.778519,0.007863,5154.84,0.998047,0.488731,0.015594,0.524414,0.499802,0.000276,0.010693,4.8911,7.5368,-12,32,45,594
20500,2904,0.072418,5b3e7daeae5a50ca2cbc8743c55d9339,0.916992,0.772934,0.007846,5159.75,1.0,0.483315,0.015586,0.513672,0.499817,0.000441,0.02657,5.2289,7.5724,-14,32,47,867
21500,2935,0.047607,3e7d7fae5650ca2cbc8753c55dfb51df,0.916016,0.784241,0.007785,5113.04,1.0,0.527901,0.015522,0.541992,0.499786,0.000446,0.019029,5.4959,7.5602,-15,32,48,535
22500,3014,0.046509,1c592ce6120c5e412c63f65b3e7d4f78,0.90918,0.763245,0.007898,4812.06,1.0,0.495323,0.015537,0.49707,0.500175,0.000234,0.016009,4.9401,7.5446,-3,26,30,871
23500,2900,0.069702,975deed9959b9040414257cab0e0602c,0.922852,0.778221,0.0079,5215.86,1.0,0.526596,0.015519,0.494141,0.500542,0.000468,0.026915,4.7808,7.5449,-32,15,48,1877
24500,2849,0.058838,58fd5b3e7df70847ea1f2ce6c40e4f5d,0.912109,0.771858,0.008021,5164.45,0.998047,0.507744,0.015551,0.56543,0.499832,0.00022,0.020052,4.8755,7.5659,-12,32,45,981
25500,2931,0.072906,5b3e7d7e24a7b52c9610a7b71b2623e9,0.916992,0.766075,0.008141,5124.26,1.0,0.485672,0.015565,0.511719,0.500038,0.00025,0.028245,5.3775,7.5691,-23,32,56,1011
26500,2951,0.056793,9d580c5b3e7df708b1ea022ce6c40e4f,0.914062,0.769409,0.008089,5047.64,0.998047,0.50428,0.01553,0.521484,0.500763,0.00059,0.019619,5.0152,7.5743,-32,29,62,543
27500,2913,0.078857,c92cb304115b3e7df57601e82cdfb062,0.914062,0.771141,0.007932,4787.53,1.0,0.487526,0.01555,0.505859,0.500282,0.000311,0.023712,4.9469,7.5518,-21,32,54,609
28500,2848,0.060699,755b3e7dbd51a7ce2ca6d0b9c044cf23,0.911133,0.781784,0.008021,5283.22,1.0,0.54039,0.015512,0.508789,0.499756,0.000536,0.018959,4.9468,7.5811,-22,32,55,1052
29500,2834,0.077972,b432a497ed468f1e5b3e7dff61a76f2c,0.904297,0.769394,0.008134,5054.32,1.0,0.497414,0.015565,0.541016,0.500099,0.00031,0.033635,5.5759,7.5742,-15,32,48,860
30500,2854,0.069092,7e5b3e7da667342f912ce6ed02a15d23,0.911133,0.753906,0.008134,4654.9,1.0,0.473763,0.015545,0.535156,0.500534,0.000285,0.0264,5.1942,7.604,-32,23,56,1014
31500,2844,0.060059,37e8b33a2ceb8773705b3e7d05a7d8d9,0.922852,0.769592,0.008085,4994.97,0.999023,0.471161,0.015558,0.498047,0.50042,0.000477,0.027182,5.2228,7.556,-5,32,38,439
32500,2725,0.118805,5b3e7d05a7d87a552cc12cec795d5552,0.919922,0.783623,0.007881,5048.66,0.998047,0.495537,0.015546,0.517578,0.49968,0.000266,0.070547,5.0144,7.4942,-14,32,47,588
33500,2611,0.101379,3a6e9e8273a05b3e7d05a771a0552c94,0.90918,0.771729,0.008051,4975.85,1.0,0.507179,0.015574,0.515625,0.500305,0.000444,0.070281,5.3145,7.4888,-8,32,41,715
34500,2675,0.062408,5b3e7d05a771f6552c2c2cec7a5dc029,0.910156,0.78167,0.007948,4999.74,1.0,0.51712,0.015585,0.56543,0.499908,0.00045,0.043036,5.2167,7.5394,-14,32,47,640
35500,2393,0.062653,4ece3a6e9e8274815b3e7d05a771f655,0.899414,0.781296,0.00778,5023.06,1.0,0.505486,0.015612,0.5,0.500328,0.000424,0.041284,5.2046,7.4619,-6,32,39,566
36500,2600,0.044189,802c7e9bc38be89a62ed4680a85b3e7d,0.926758,0.786644,0.007763,5088.64,1.0,0.501266,0.015593,0.493164,0.50029,0.000267,0.013076,4.5041,7.4504,-1,32,34,902
37500,2517,0.046906,5b3e7df75e318cea2c0477ecb15da385,0.911133,0.794151,0.007791,5209.31,0.998047,0.478485,0.015571,0.53418,0.500015,0.000438,0.016286,4.9413,7.5322,-14,32,47,884
38500,2785,0.055939,db353861afb518fa6b5b3e7d26ef03c2,0.919922,0.783607,0.007686,4924.95,1.0,0.505539,0.015607,0.517578,0.499603,0.000258,0.020988,5.095,7.5664,-12,32,45,821
39500,2705,0.050049,7d05d433a0552c94b1707a5d0c29ddf0,0.902344,0.772446,0.007963,4746.73,1.0,0.482445,0.015595,0.512695,0.499939,0.000274,0.033457,4.8935,7.5857,-16,32,49,508
40500,2613,0.060211,4bdbd11ba4f030eafa615b3e7debefaa,0.902344,0.774094,0.007853,4756.85,1.0,0.482506,0.015608,0.535156,0.499252,0.000516,0.022608,5.4217,7.5628,-11,32,44,838
41500,2599,0.058044,5b3e7db1e6ab07fc2c812c08105d2d52,0.923828,0.791222,0.007676,4918.84,1.0,0.483696,0.015578,0.49707,0.499603,0.000468,0.039101,4.8264,7.521,-14,32,47,1071
42500,2560,0.049927,5b3e7db131ab07fc2c812cb0135d2de0,0.912109,0.78833,0.00778,5043.33,0.999023,0.461975,0.015521,0.537109,0.499878,0.000461,0.026207,4.9573,7.5043,-14,32,47,500
43500,2491,0.096039,5b3e7d4ead406cc12ca01b801b5dcb03,0.931641,0.794342,0.007813,5290.89,0.999023,0.507843,0.015608,0.495117,0.499908,0.000365,0.058473,5.0266,7.4559,-14,32,47,1396
44500,2425,0.055084,804c69808c665e79cd5ae6c5305b3e7d,0.915039,0.792366,0.007738,5294.54,1.0,0.505753,0.015612,0.538086,0.500092,0.00017,0.036099,5.1787,7.4708,-1,32,34,566
45500,2640,0.044983,97304c71c45b3e7deb2caa4e472cf616,0.896484,0.767433,0.008107,4986.49,1.0,0.474838,0.015567,0.53418,0.49958,0.000244,0.01234,4.2849,7.4489,-16,32,49,536
46500,2474,0.08313,cdc3c1c5305b3e7d1a304ea0cb2cfd32,0.901367,0.772552,0.007991,5085.54,1.0,0.489311,0.015591,0.491211,0.50042,0.000341,0.050982,5.0703,7.3982,-9,32,42,696
47500,2565,0.059479,3a91beb0380eae5cfc306e81f35b3e7d,0.90625,0.773903,0.008044,5026.19,1.0,0.507828,0.015586,0.5,0.499329,0.000507,0.021669,4.9984,7.451,-8,32,41,1197
48500,2539,0.088074,5b3e7d0ed0a01bda2cf67010625d27c1,0.913086,0.775032,0.008018,5114.64,0.998047,0.508331,0.01559,0.515625,0.499939,0.000388,0.033884,5.5736,7.4476,-21,32,54,1260
49500,2574,0.071838,f9380eae5cfc306e6fb25b3e7d01d00b,0.913086,0.787781,0.007867,5310.55,1.0,0.475197,0.015605,0.536133,0.50029,0.00017,0.02315,5.1391,7.4523,-11,32,44,647
50500,2654,0.056244,165b3e7d6a95ef1b9f2cf67010625d27,0.907227,0.770851,0.008015,4935.78,1.0,0.496078,0.015585,0.496094,0.500069,0.000141,0.015146,4.9792,7.5057,-20,32,53,503
51500,2718,0.036591,a0809c1538d16b477e41126147305b3e,0.913086,0.783981,0.007942,5336.94,0.999023,0.502731,0.015585,0.509766,0.500397,0.000596,0.024409,4.7019,7.5363,0,32,33,505
52500,2558,0.052185,99ce802760f78a1b639f12f23f1f2ce9,0.935547,0.780846,0.007965,5355.13,1.0,0.493881,0.015586,0.487305,0.501091,0.000648,0.018628,4.5922,7.5308,-13,32,46,1410
53500,2601,0.036072,dea02ca7b1c2a35d74827d35a0802c30,0.916016,0.785126,0.008015,5278.17,1.0,0.494957,0.015612,0.513672,0.500107,0.000498,0.010253,4.2861,7.5493,-20,32,53,681
54500,2594,0.055237,129748305b3e7d46154eca2d2ce61606,0.923828,0.777359,0.008001,5193.56,1.0,0.468391,0.015559,0.526367,0.500275,0.000338,0.033551,5.0989,7.5554,-10,32,43,485
55500,2766,0.039001,2c80ba204606f0f8c6a5be65d3c85b2b,0.923828,0.771049,0.008002,5195.76,0.99707,0.493233,0.015579,0.529297,0.499809,0.00043,0.01673,4.9153,7.5121,-32,31,64,1036
