epoch,wall_s,sim_s,entropy_bits,comp_bits,high_order_entropy,brotli2_bits,zlib_bits,hoe_zlib,mean_steps,frac_copy_runs,frac_steps_in_loop,ops_per_run,copies_per_run,frac_term_budget,frac_term_off_region,frac_term_unmatched,runs,steps,mutations,distinct_windows,n_persistent,A_t,n_persistent_naive,A_t_naive,distinct_tapes,distinct_labels
2500,146.326,133.858,7.988942,7.929382,0.05956,7.979103,7.910202,0.07874,790.0317,0.52132,0.893693,124.2339,8.5274,0.085946,0.448889,0.465165,4096000,3235969911,128111,1859240,127,199,127,199,32768,
2750,161.114,147.492,7.988002,7.925201,0.062801,7.976353,7.904427,0.083576,787.9743,0.520167,0.894036,124.4337,8.0123,0.085654,0.444087,0.470259,4096000,3227542640,127953,1858445,123,206,123,206,32768,
3000,175.651,161.134,7.987324,7.923168,0.064156,7.975044,7.903111,0.084214,792.7111,0.519002,0.895544,125.6175,7.6228,0.086312,0.436962,0.476727,4096000,3246944470,127994,1858193,121,212,121,212,32768,
3250,190.675,174.935,7.986784,7.924908,0.061876,7.975063,7.904438,0.082346,795.3477,0.521085,0.895906,122.7074,7.588,0.086674,0.435806,0.47752,4096000,3257744045,128104,1858552,122,219,122,219,32768,
3500,205.779,188.779,7.985996,7.926865,0.059131,7.974846,7.905834,0.080161,796.7108,0.522041,0.896515,122.345,7.8427,0.08692,0.432707,0.480373,4096000,3263327564,128114,1858807,127,229,127,229,32768,
3750,220.941,202.652,7.985159,7.920353,0.064806,7.969421,7.900005,0.085154,803.525,0.523935,0.897669,127.6727,8.0262,0.08779,0.43096,0.48125,4096000,3291238263,127701,1857734,128,233,128,233,32768,
4000,236.29,216.853,7.984914,7.919296,0.065618,7.969395,7.897404,0.08751,805.9875,0.525934,0.898173,129.3564,8.1435,0.088099,0.429099,0.482802,4096000,3301324822,127393,1857678,131,238,131,238,32768,
4250,251.601,230.837,7.984536,7.92223,0.062306,7.972744,7.902138,0.082398,811.1835,0.525887,0.899144,133.2663,9.2056,0.088789,0.426688,0.484523,4096000,3322607437,128653,1859013,118,240,118,240,32768,
4500,267.307,245.239,7.984228,7.924149,0.06008,7.973732,7.902409,0.08182,822.1732,0.524304,0.900841,136.695,9.8933,0.090175,0.424231,0.485594,4096000,3367621235,127807,1858858,112,242,112,242,32768,
4750,282.516,259.235,7.983915,7.92477,0.059144,7.974483,7.903996,0.079919,817.2095,0.524722,0.900331,138.7546,9.6959,0.089452,0.424034,0.486513,4096000,3347290125,127714,1859033,117,244,117,244,32768,
5000,297.897,273.342,7.983193,7.922577,0.060617,7.973362,7.90052,0.082673,818.4299,0.526017,0.900692,138.4009,9.7123,0.089531,0.421032,0.489437,4096000,3352289002,128323,1858430,119,248,119,248,32768,
5250,313.28,287.44,7.982957,7.921535,0.061422,7.972446,7.900711,0.082246,810.0037,0.527433,0.899904,136.3368,9.2709,0.088542,0.418842,0.492616,4096000,3317775110,128146,1858611,121,248,121,248,32768,
5500,328.604,301.452,7.982769,7.921757,0.061013,7.971416,7.901505,0.081265,810.679,0.527424,0.899988,135.3392,10.0894,0.088671,0.419135,0.492194,4096000,3320541008,127619,1858416,115,248,115,248,32768,
5750,344.065,315.607,7.982762,7.924049,0.058713,7.972359,7.903423,0.079339,822.2576,0.526189,0.901591,135.9128,9.5582,0.090221,0.4167,0.493079,4096000,3367967266,128012,1858797,110,248,110,248,32768,
6000,359.811,330.057,7.982843,7.922157,0.060686,7.973434,7.901695,0.081148,823.3707,0.527309,0.901972,136.1721,9.8323,0.090402,0.414803,0.494795,4096000,3372526249,127506,1858798,112,249,112,249,32768,
6250,375.296,344.259,7.982545,7.924519,0.058026,7.973328,7.901642,0.080903,824.4313,0.525943,0.90205,138.4459,10.4821,0.090493,0.415585,0.493922,4096000,3376870514,128477,1859141,112,250,112,250,32768,
6500,391.201,358.815,7.982345,7.926342,0.056003,7.977051,7.904327,0.078017,827.7735,0.528712,0.902471,142.1315,10.7955,0.090909,0.415126,0.493965,4096000,3390560440,128409,1859548,110,250,110,250,32768,
6750,406.804,373.147,7.981868,7.923138,0.05873,7.971992,7.900215,0.081652,834.4665,0.528807,0.903373,142.7822,10.6561,0.091745,0.413259,0.494996,4096000,3417974976,127909,1858594,111,250,111,250,32768,
7000,422.337,387.362,7.981802,7.920696,0.061106,7.972496,7.898289,0.083513,825.6645,0.531875,0.902455,140.7932,10.2027,0.090586,0.412418,0.496997,4096000,3381921677,127795,1858297,103,251,103,251,32768,
7250,437.865,401.606,7.98161,7.919411,0.062199,7.971092,7.897739,0.083871,822.525,0.531514,0.902211,141.5628,9.458,0.090216,0.411819,0.497965,4096000,3369062491,128038,1858188,107,251,107,251,32768,
7500,453.411,415.86,7.981614,7.920895,0.060719,7.969608,7.896545,0.085068,829.2071,0.529981,0.903147,141.0997,9.2137,0.090991,0.410665,0.498344,4096000,3396432255,127013,1857988,111,252,111,252,32768,
7750,469.0,430.175,7.981172,7.919949,0.061223,7.970505,7.897308,0.083863,826.2357,0.532633,0.902728,139.6379,9.3337,0.090621,0.411784,0.497595,4096000,3384261593,127704,1858430,117,253,117,253,32768,
8000,484.601,444.477,7.980616,7.919968,0.060648,7.971066,7.897274,0.083342,816.4623,0.531656,0.901799,140.823,9.5756,0.089492,0.410659,0.499849,4096000,3344229661,127797,1858763,124,253,124,253,32768,
8250,500.224,458.743,7.980468,7.918171,0.062297,7.970909,7.897419,0.083049,816.5209,0.530727,0.901923,143.8898,9.2748,0.089528,0.409199,0.501272,4096000,3344469513,128414,1858529,123,253,123,253,32768,
8500,515.611,472.87,7.980171,7.920013,0.060158,7.970818,7.896626,0.083546,814.4029,0.53105,0.901691,142.4682,9.8406,0.089231,0.408963,0.501806,4096000,3335794116,128548,1858511,129,253,129,253,32768,
8750,531.0,486.962,7.980178,7.919064,0.061114,7.971924,7.896404,0.083773,816.5488,0.534075,0.901772,144.4945,10.3269,0.089607,0.41088,0.499513,4096000,3344583938,128102,1858720,127,253,127,253,32768,
9000,546.635,501.372,7.9798,7.917561,0.062239,7.969318,7.891834,0.087966,825.3875,0.536231,0.902537,149.942,10.5057,0.090788,0.413445,0.495768,4096000,3380787294,128062,1857895,123,254,123,254,32768,
9250,562.184,515.749,7.979519,7.915394,0.064125,7.968426,7.892666,0.086853,828.8838,0.535002,0.902975,151.3483,10.5506,0.091238,0.413374,0.495388,4096000,3395107890,127837,1857850,119,255,119,255,32768,
9500,577.599,530.055,7.979681,7.914646,0.065034,7.967724,7.892822,0.086858,821.5551,0.534883,0.902254,149.712,10.3909,0.090311,0.412033,0.497656,4096000,3365089700,128180,1857824,118,255,118,255,32768,
9750,592.978,544.202,7.979392,7.915524,0.063868,7.967766,7.892323,0.087069,815.8875,0.53598,0.901478,151.8069,10.6812,0.089562,0.413065,0.497374,4096000,3341875160,128477,1857615,112,255,112,255,32768,
10000,608.317,558.407,7.979224,7.917366,0.061858,7.968887,7.89381,0.085414,815.8363,0.536931,0.901515,148.5512,10.4803,0.089546,0.412813,0.497641,4096000,3341665492,127884,1858437,120,255,120,255,32768,
10250,623.905,572.729,7.979092,7.918106,0.060986,7.968628,7.894501,0.084591,829.1923,0.537045,0.903253,152.1305,11.1228,0.091211,0.411634,0.497155,4096000,3396371815,127819,1858499,118,255,118,255,32768,
10500,639.557,587.135,7.97879,7.918919,0.059871,7.970989,7.895237,0.083553,834.8911,0.538093,0.903981,151.5173,11.5269,0.091861,0.410966,0.497173,4096000,3419713745,127818,1858683,125,255,125,255,32768,
10750,655.413,601.875,7.97862,7.91925,0.059369,7.970745,7.895554,0.083066,839.6512,0.539031,0.904372,151.8476,11.4939,0.092477,0.411949,0.495573,4096000,3439211440,128510,1858481,117,255,117,255,32768,
11000,671.144,616.564,7.978542,7.919758,0.058784,7.968716,7.895863,0.08268,849.6465,0.538612,0.905608,152.433,11.0363,0.093646,0.410048,0.496306,4096000,3480152267,127907,1858336,115,256,115,256,32768,
11250,686.774,631.225,7.978268,7.921509,0.05676,7.971813,7.89661,0.081658,854.8837,0.539195,0.906313,154.2092,10.7491,0.094357,0.408599,0.497044,4096000,3501603733,127458,1858756,110,256,110,256,32768,
11500,702.294,645.64,7.978124,7.917652,0.060472,7.969402,7.893158,0.084966,845.3138,0.539747,0.90524,151.8229,10.7703,0.093135,0.408723,0.498142,4096000,3462405257,128230,1857924,106,256,106,256,32768,
11750,717.993,660.228,7.977979,7.915123,0.062856,7.968254,7.891644,0.086335,850.0077,0.541073,0.905959,152.9872,10.2603,0.09372,0.406949,0.499331,4096000,3481631336,127651,1857769,112,256,112,256,32768,
12000,734.038,675.059,7.977911,7.914227,0.063685,7.967705,7.890541,0.08737,848.1418,0.541104,0.905913,151.7878,10.3598,0.093455,0.404828,0.501716,4096000,3473988857,127991,1857926,107,256,107,256,32768,
12250,749.692,689.408,7.977745,7.916183,0.061561,7.969822,7.893471,0.084274,836.3261,0.540819,0.904695,149.3958,10.052,0.092034,0.403465,0.504501,4096000,3425591529,128602,1858278,106,256,106,256,32768,
12500,765.408,703.863,7.977709,7.918812,0.058897,7.969765,7.895699,0.08201,833.8394,0.542069,0.904454,147.5369,9.935,0.091798,0.403644,0.504558,4096000,3415406277,127579,1858669,106,256,106,256,32768,
12750,780.944,718.142,7.977569,7.918854,0.058715,7.96954,7.895092,0.082477,827.4698,0.544456,0.903662,149.6815,10.4231,0.090952,0.404115,0.504932,4096000,3389316180,128148,1858393,113,256,113,256,32768,
13000,796.666,732.584,7.977356,7.919018,0.058338,7.969048,7.894493,0.082863,836.6008,0.544831,0.904671,154.1942,10.2012,0.092032,0.405013,0.502955,4096000,3426717080,128398,1858314,110,256,110,256,32768,
13250,812.557,747.146,7.977174,7.917461,0.059713,7.967178,7.894337,0.082838,841.2533,0.544854,0.905199,156.2482,9.8523,0.092594,0.405242,0.502164,4096000,3445773639,127708,1858151,108,256,108,256,32768,
13500,828.273,761.551,7.977201,7.916119,0.061083,7.967865,7.893028,0.084173,839.045,0.542395,0.905124,153.1277,10.6157,0.092324,0.404159,0.503517,4096000,3436728341,128022,1858214,104,256,104,256,32768,
13750,844.264,776.249,7.977214,7.91576,0.061454,7.967598,7.891434,0.08578,856.2743,0.540287,0.907085,158.5955,10.7651,0.094432,0.403409,0.502159,4096000,3507299668,127366,1857940,108,256,108,256,32768,
14000,860.381,791.093,7.977312,7.916042,0.06127,7.968895,7.892139,0.085173,860.3129,0.540044,0.907606,160.0238,11.0247,0.095003,0.402135,0.502862,4096000,3523841509,127075,1858406,110,257,110,257,32768,
14250,876.372,805.776,7.977321,7.914661,0.06266,7.968506,7.891174,0.086147,856.5908,0.540202,0.907167,157.0908,11.0404,0.094598,0.403274,0.502128,4096000,3508596063,127525,1858321,118,257,118,257,32768,
14500,892.306,820.419,7.977208,7.916149,0.061058,7.966629,7.89053,0.086678,846.0973,0.540984,0.906141,153.4114,11.0214,0.093284,0.402619,0.504097,4096000,3465614457,127660,1858258,118,257,118,257,32768,
14750,908.266,835.041,7.977368,7.915939,0.061429,7.967308,7.891094,0.086274,843.374,0.538627,0.906082,150.1679,10.6885,0.092934,0.400162,0.506904,4096000,3454459806,128755,1858447,117,257,117,257,32768,
15000,923.941,849.414,7.977396,7.914593,0.062803,7.964661,7.890446,0.08695,840.8571,0.540764,0.905734,146.5046,10.3824,0.092614,0.401118,0.506268,4096000,3444150860,128374,1858008,122,257,122,257,32768,
15250,939.814,863.937,7.97744,7.919666,0.057774,7.970284,7.893776,0.083664,841.425,0.541148,0.905903,145.8515,10.8572,0.092739,0.399698,0.507564,4096000,3446476712,127581,1858672,119,257,119,257,32768,
15500,955.473,878.335,7.977754,7.917046,0.060709,7.968502,7.892887,0.084867,834.9619,0.541636,0.90519,142.0782,10.7005,0.091994,0.39956,0.508446,4096000,3420003885,127624,1858422,114,257,114,257,32768,
15750,970.991,892.592,7.977539,7.911602,0.065937,7.965122,7.889576,0.087963,825.3391,0.541045,0.903917,139.6628,10.7741,0.090882,0.40072,0.508398,4096000,3380589012,127737,1857725,120,257,120,257,32768,
16000,986.441,906.751,7.977285,7.916752,0.060533,7.968372,7.892017,0.085267,818.8371,0.541923,0.903019,138.1255,10.6685,0.09002,0.401875,0.508104,4096000,3353956822,127850,1858205,125,257,125,257,32768,
