# epoch 12750  H=6.3475 C=1.1832 HO=5.8193  A(t)=0
       799  o.]x.},.....)d..  6f8f5d78a37d2cce92fa8bc029649713
       797  ....o.]x.},.....  a291a28e6f8f5d78a37d2cce92fa8bc0
       797  ..o.]x.},.....)d  a28e6f8f5d78a37d2cce92fa8bc02964
       797  ...o.]x.},.....)  91a28e6f8f5d78a37d2cce92fa8bc029
# epoch 29250  H=7.6682 C=1.2794 HO=7.1662  A(t)=27976
       846  .....p>.4..}.,]o  05dee5b598703ea134b1fa7d852c5d6f
       778  ...p>.4..}.,]oU-  e5b598703ea134b1fa7d852c5d6f552d
       770  ....p>.4..}.,]oU  dee5b598703ea134b1fa7d852c5d6f55
       758  [.y.\t>....},l4.  5b0c790e5c743e0aa7891e7d2c6c3494
       753  ..p>.4..}.,]oU-.  b598703ea134b1fa7d852c5d6f552d81
       748  .y.\t>....},l4.?  0c790e5c743e0aa7891e7d2c6c34943f
       692  :[.y.\t>....},l4  3a5b0c790e5c743e0aa7891e7d2c6c34
       679  .[.n...>....},W.  a05bd86e151bbd3e0cb9e0d37d2c571d
       651  [.n...>....},W.g  5bd86e151bbd3e0cb9e0d37d2c571d67
       647  H!...p>..8.}.,].  48217fd4d6703e95fd38ff7d142c5dc8
# epoch 29500  H=7.6606 C=1.2476 HO=7.1572  A(t)=28366
       700  [.y.\t>....},l4.  5b0c790e5c743e0aa7891e7d2c6c3494
       670  .y.\t>....},l4.?  0c790e5c743e0aa7891e7d2c6c34943f
       662  ....;..*..>S.E/}  fbedbfeb3bb0ff2ac5a33e53c1452f7d
       641  .....P......"R.;  b10803e5f250999fcbd508c62252e03b
       629  A.....P......"R.  41b10803e5f250999fcbd508c62252e0
       618  \A.....P......"R  5c41b10803e5f250999fcbd508c62252
       616  _....;..*..>S.E/  5ffbedbfeb3bb0ff2ac5a33e53c1452f
       613  .h@..#>..!.}?,].  af68409e10233e9494219c7d3f2c5d97
       613  ..]..\A.....P...  131a5d8e165c41b10803e5f250999fcb
       591  ...p>.4..}.,]oU-  e5b598703ea134b1fa7d852c5d6f552d
# epoch 29750  H=7.6406 C=1.2350 HO=7.1315  A(t)=28780
      1093  ...HN>.vY7}.,]n]  a7dde3484e3e867659377dff2c5d6e5d
      1070  .!>Gv0.}.,]....T  b1213e477630967ddb2c5d97a1aaff54
      1050  >Gv0.}.,]....TP.  3e477630967ddb2c5d97a1aaff54501a
      1050  !>Gv0.}.,]....TP  213e477630967ddb2c5d97a1aaff5450
      1048  |..!>Gv0.}.,]...  7cdcb1213e477630967ddb2c5d97a1aa
      1034  Gv0.}.,]....TP..  477630967ddb2c5d97a1aaff54501ad6
      1032  v0.}.,]....TP..{  7630967ddb2c5d97a1aaff54501ad67b
      1020  ..!>Gv0.}.,]....  dcb1213e477630967ddb2c5d97a1aaff
       981  .|..!>Gv0.}.,]..  8f7cdcb1213e477630967ddb2c5d97a1
       970  ....HN>.vY7}.,]n  f2a7dde3484e3e867659377dff2c5d6e
# epoch 30000  H=7.6519 C=1.2268 HO=7.1412  A(t)=29285
      1014  .}.,]....TP..{.m  967ddb2c5d97a1aaff54501ad67b836d
      1004  }.,]....TP..{.mu  7ddb2c5d97a1aaff54501ad67b836d75
       782  .,]....TP..{.muH  db2c5d97a1aaff54501ad67b836d7548
       762  v0.}.,]....TP..{  7630967ddb2c5d97a1aaff54501ad67b
       755  ....TP..{.muH...  97a1aaff54501ad67b836d75489717f5
       755  ]....TP..{.muH..  5d97a1aaff54501ad67b836d75489717
       755  ,]....TP..{.muH.  2c5d97a1aaff54501ad67b836d754897
       713  0.}.,]....TP..{.  30967ddb2c5d97a1aaff54501ad67b83
       713  0T.~..].........  30549a7e1db65dd4bbb6f1e7fe8c1ef7
       704  >Gv0.}.,]....TP.  3e477630967ddb2c5d97a1aaff54501a
# epoch 30250  H=7.6537 C=1.2500 HO=7.1428  A(t)=29794
      1159  .}.,]....TP..{.m  967ddb2c5d97a1aaff54501ad67b836d
       938  }.,]....TP..{.mu  7ddb2c5d97a1aaff54501ad67b836d75
       865  0.}.,]....TP..{.  30967ddb2c5d97a1aaff54501ad67b83
       826  ?.....X..T?R...3  3fff2eda7fd558eaa9543f52e3c6c433
       803  .,]....TP..{.muH  db2c5d97a1aaff54501ad67b836d7548
       761  v0.}.,]....TP..{  7630967ddb2c5d97a1aaff54501ad67b
       756  .....X..T?R...3_  ff2eda7fd558eaa9543f52e3c6c43320
       741  .!>Gv..}.,]....3  b1213e4776fe967ddb2c5d97a1aaff33
       741  .!.}?,]..)....`.  94219c7d3f2c5d979b29a5eb81d46085
       741  !>Gv..}.,]....3P  213e4776fe967ddb2c5d97a1aaff3350
# epoch 30500  H=7.6501 C=1.2492 HO=7.1409  A(t)=30217
       842  >z/%^},..dZ...].  3e7a2f255e7d2c8be0645a8efceb5ddf
       808  .>z/%^},..dZ...]  df3e7a2f255e7d2c8be0645a8efceb5d
       804  ..>z/%^},..dZ...  d3df3e7a2f255e7d2c8be0645a8efceb
       685  K.h@..#>....}*,]  4baf68401210233e9494949c7d2a2c5d
       680  .h@..#>....}*,].  af68401210233e9494949c7d2a2c5d97
       671  .K.h@..#>....}*,  ba4baf68401210233e9494949c7d2a2c
       643  ..K.h@..#>....}*  ffba4baf68401210233e9494949c7d2a
       640  h.2.[..K.h@..#>.  68fa32ca5bffba4baf68401210233e94
       618  '>Jv..}.Q]....T.  273e4a7692967d81515d97a1aaff5400
       613  >Jv..}.Q]....T..  3e4a7692967d81515d97a1aaff540000
# epoch 30750  H=7.6444 C=1.2308 HO=7.1403  A(t)=30598
      1344  >Jv..}.Q]....T..  3e4a7692967de3515d97a1aaff540000
      1329  ='>Jv..}.Q]....T  3d273e4a7692967de3515d97a1aaff54
      1257  '>Jv..}.Q]....T.  273e4a7692967de3515d97a1aaff5400
      1155  ..W..[..,z.K....  c3d85707e45bffa72c7abd4bceec8fd1
       948  Jv..}.Q]....T...  4a7692967de3515d97a1aaff54000000
       946  ...W..[..,z.K...  11c3d85707e45bffa72c7abd4bceec8f
       928  R...3_......[...  52e3c6c4332089fe08c5b2e45b13a701
       922  ....W..[..,z.K..  1511c3d85707e45bffa72c7abd4bceec
       918  .....W..[..,z.K.  e91511c3d85707e45bffa72c7abd4bce
       910  .......W..[..,z.  b3b0e91511c3d85707e45bffa72c7abd
# epoch 31000  H=7.6414 C=1.2314 HO=7.1390  A(t)=31031
      1181  ....?..0.r|^[?*.  1a8e9ab13f9ac430a1727c5e5b3f2a9c
      1024  ..|..!>Gv..}.,].  ecd67cdcb1213e4776fe967ddb2c5d97
       890  *..|..!>Gv..}.,]  2aecd67cdcb1213e4776fe967ddb2c5d
       873  ..0.r|^[?*...>?/  9ac430a1727c5e5b3f2a9cd3e03e3f2f
       852  .?..0.r|^[?*...>  b13f9ac430a1727c5e5b3f2a9cd3e03e
       848  7*..|..!>Gv..}.,  372aecd67cdcb1213e4776fe967ddb2c
       845  ?..0.r|^[?*...>?  3f9ac430a1727c5e5b3f2a9cd3e03e3f
       844  ..?..0.r|^[?*...  9ab13f9ac430a1727c5e5b3f2a9cd3e0
       837  ...X...!y.y.....  dfd21d5891a5db2179bd79ffbaeacdc4
       835  ....X...!y.y....  a9dfd21d5891a5db2179bd79ffbaeacd
# epoch 31250  H=7.6272 C=1.2157 HO=7.1221  A(t)=31475
       755  D.!z.?J.k.......  4403217aac3f4aff6b1bcf828a1bca03
       743  ..D.!z.?J.k.....  14e44403217aac3f4aff6b1bcf828a1b
       741  .D.!z.?J.k......  e44403217aac3f4aff6b1bcf828a1bca
       734  *.....!>Gv..}.,]  2aec8fffdcb1213e4776fece7ddb2c5d
       719  ...!>Gv..}.,]...  ffdcb1213e4776fece7ddb2c5d97a1aa
       719  ..!>Gv..}.,]....  dcb1213e4776fece7ddb2c5d97a1aaff
       719  ....!>Gv..}.,]..  8fffdcb1213e4776fece7ddb2c5d97a1
       713  .....!>Gv..}.,].  ec8fffdcb1213e4776fece7ddb2c5d97
       702  .N..D.!z.?J.k...  ff4e14e44403217aac3f4aff6b1bcf82
       702  ?.N..D.!z.?J.k..  3fff4e14e44403217aac3f4aff6b1bcf
# epoch 31500  H=7.6206 C=1.2694 HO=7.1159  A(t)=31970
       845  p>.4.D}.,]o....:  703ea134b1447dae2c5d6f81d619123a
       793  .>..d.}0,]n...TI  db3ec10f64967d302c5d6ea18dd35449
       789  .m.>..d.}0,]n...  8c6ddb3ec10f64967d302c5d6ea18dd3
       779  m.>..d.}0,]n...T  6ddb3ec10f64967d302c5d6ea18dd354
       771  .....f........p>  85f3d6afd466cbe31f059caeb598703e
       769  S.Y........6X.[.  538d59fb7f8daefff2808936580c5b18
       764  .p>.4.D}.,]o....  98703ea134b1447dae2c5d6f81d61912
       762  ..p>.4.D}.,]o...  b598703ea134b1447dae2c5d6f81d619
       762  ...p>.4.D}.,]o..  aeb598703ea134b1447dae2c5d6f81d6
       731  ......f........p  fc85f3d6afd466cbe31f059caeb59870
# epoch 31750  H=7.6410 C=1.2002 HO=7.1431  A(t)=32428
      1012  #>..4.}.,].$n.V.  233e9494349c7d972c5db2246ea5568f
       963  @.I#>..4.}.,].$n  401249233e9494349c7d972c5db2246e
       961  I#>..4.}.,].$n.V  49233e9494349c7d972c5db2246ea556
       961  .I#>..4.}.,].$n.  1249233e9494349c7d972c5db2246ea5
       885  h@.I#>..4.}.,].$  68401249233e9494349c7d972c5db224
       858  >..4.}.,].$n.V..  3e9494349c7d972c5db2246ea5568fd4
       807  ..4.}.,].$n.V..`  9494349c7d972c5db2246ea5568fd460
       805  .4.}.,].$n.V..`.  94349c7d972c5db2246ea5568fd460e0
       801  .}.,]n].....I|Sa  197dff2c5d6e5db080e10f85497c5361
       799  }.,]n].....I|Sa.  7dff2c5d6e5db080e10f85497c5361d9
# epoch 32000  H=7.6441 C=1.2450 HO=7.1407  A(t)=32878
      1173  >.vY.}.,]n].....  3e867659197dff2c5d6e5db080e10f85
      1164  .vY.}.,]n].....I  867659197dff2c5d6e5db080e10f8549
      1088  1>.vY.}.,]n]....  313e867659197dff2c5d6e5db080e10f
      1085  vY.}.,]n].....I|  7659197dff2c5d6e5db080e10f85497c
      1081  Y.}.,]n].....I|S  59197dff2c5d6e5db080e10f85497c53
      1023  .H1>.vY.}.,]n]..  8c48313e867659197dff2c5d6e5db080
      1013  H1>.vY.}.,]n]...  48313e867659197dff2c5d6e5db080e1
       948  .Z...]x..=....&.  835a8efceb5d78a3ac3dce94fac5260e
       820  },.......]xh.../  7d2cade0869f8ebaeb5d7868aed1ce2f
       773  ...]x..=....&.D.  8efceb5d78a3ac3dce94fac5260e4487
# epoch 32250  H=7.6504 C=1.2045 HO=7.1573  A(t)=33305
      1052  .Z...]x..=....&.  835a8efceb5d78a3ac3dce94fac5260e
       943  .W.},&..Z...]x..  1a57a37d2c26e0835a8efceb5d78a3ac
       919  '.W.},&..Z...]x.  271a57a37d2c26e0835a8efceb5d78a3
       915  >'.W.},&..Z...]x  3e271a57a37d2c26e0835a8efceb5d78
       913  >.vY.}.,]n].....  3e867659197dff2c5d6e5db080e10f85
       897  .vY.}.,]n].....I  867659197dff2c5d6e5db080e10f8549
       867  ..]xh.../....o..  baeb5d7868aed1ce2f83c58d0e6fd813
       867  ...]xh.../....o.  8ebaeb5d7868aed1ce2f83c58d0e6fd8
       865  .]xh.../....o.._  eb5d7868aed1ce2f83c58d0e6fd81320
       853  W.},&..Z...]x..=  57a37d2c26e0835a8efceb5d78a3ac3d
# epoch 32500  H=7.6380 C=1.2330 HO=7.1443  A(t)=33699
      1273  ..g....[..|.?>ka  89de6709fd08095b08847cd33f3e6b61
      1237  ...g....[..|.?>k  da89de6709fd08095b08847cd33f3e6b
      1025  >.vY.}.,]n].....  3e867659197dff2c5d6e5db080e10f85
      1019  ....g....[..|.?>  14da89de6709fd08095b08847cd33f3e
      1008  .vY.}.,]n].....I  867659197dff2c5d6e5db080e10f8549
       962  Y.}.,]n].....I|S  59197dff2c5d6e5db080e10f85497c53
       951  },.......]xh.../  7d2cade0869f8ebaeb5d7868aed1ce2f
       945  H1>.vY.}.,]n]...  48313e867659197dff2c5d6e5db080e1
       945  1>.vY.}.,]n]....  313e867659197dff2c5d6e5db080e10f
       928  >'.W.},&..Z...]x  3e271a57a37d2c26e0835a8efceb5d78
# epoch 32750  H=7.6329 C=1.2646 HO=7.1350  A(t)=34132
      1460  },.......]xh.../  7d2cade0869f8ebaeb5d7868aed1ce2f
      1107  ,.......]xh.../.  2cade0869f8ebaeb5d7868aed1ce2f83
       995  .......]xh.../..  ade0869f8ebaeb5d7868aed1ce2f83c5
       960  >'.W.},&..Z...]x  3e271a57a37d2c26e0835a8efceb5d78
       823  .},.......]xh...  177d2cade0869f8ebaeb5d7868aed1ce
       793  >ka".},.......]x  3e6b6122177d2cade0869f8ebaeb5d78
       787  ka".},.......]xh  6b6122177d2cade0869f8ebaeb5d7868
       787  ?>ka".},.......]  3f3e6b6122177d2cade0869f8ebaeb5d
       769  a".},.......]xh.  6122177d2cade0869f8ebaeb5d7868ae
       721  ".},.......]xh..  22177d2cade0869f8ebaeb5d7868aed1
# epoch 33000  H=7.6351 C=1.1989 HO=7.1440  A(t)=34538
      1015  ...]xh.../....o.  8ebaeb5d7868aed1ce2f83c58d0e6fd8
      1013  ..]xh.../....o..  baeb5d7868aed1ce2f83c58d0e6fd813
       998  .....]xh.../....  869f8ebaeb5d7868aed1ce2f83c58d0e
       995  ....]xh.../....o  9f8ebaeb5d7868aed1ce2f83c58d0e6f
       985  8/>.AN.}$,].U-4.  382f3e0f414efa7d242c5de3552d34aa
       960  AN.}$,].U-4.,..6  414efa7d242c5de3552d34aa2cc40136
       944  ..8/>.AN.}$,].U-  e57f382f3e0f414efa7d242c5de3552d
       943  >.AN.}$,].U-4.,.  3e0f414efa7d242c5de3552d34aa2cc4
       938  .8/>.AN.}$,].U-4  7f382f3e0f414efa7d242c5de3552d34
       929  />.AN.}$,].U-4.,  2f3e0f414efa7d242c5de3552d34aa2c
# epoch 33250  H=7.6260 C=1.2799 HO=7.1290  A(t)=34948
       826  >ka".},.......]x  3e6b6122177d2cade0869f8ebaeb5d78
       802  ?>ka".},.......]  3f3e6b6122177d2cade0869f8ebaeb5d
       798  .B..R..[.Z...>'.  8c42e9815208ac5b8c5ae9dfdf3e271a
       798  B..R..[.Z...>'.W  42e9815208ac5b8c5ae9dfdf3e271a57
       798  ..B..R..[.Z...>'  068c42e9815208ac5b8c5ae9dfdf3e27
       790  ...B..R..[.Z...>  c2068c42e9815208ac5b8c5ae9dfdf3e
       790  ....B..R..[.Z...  bdc2068c42e9815208ac5b8c5ae9dfdf
       784  .......B..R..[.Z  f3ae84bdc2068c42e9815208ac5b8c5a
       774  ......B..R..[.Z.  ae84bdc2068c42e9815208ac5b8c5ae9
       772  .....B..R..[.Z..  84bdc2068c42e9815208ac5b8c5ae9df
# epoch 33500  H=7.6417 C=1.2333 HO=7.1510  A(t)=35368
      1139  }.,]1...TI...$?.  7da52c5d31a19aff54491b0ebc243fe5
      1121  .,]1...TI...$?."  a52c5d31a19aff54491b0ebc243fe522
      1112  d.}.,]1...TI...$  64967da52c5d31a19aff54491b0ebc24
      1087  .}.,]1...TI...$?  967da52c5d31a19aff54491b0ebc243f
      1082  .d.}.,]1...TI...  f764967da52c5d31a19aff54491b0ebc
      1066  ,]1...TI...$?.".  2c5d31a19aff54491b0ebc243fe522dc
      1038  ]1...TI...$?."..  5d31a19aff54491b0ebc243fe522dcc1
      1026  1...TI...$?."..2  31a19aff54491b0ebc243fe522dcc132
      1014  ...TI...$?."..2.  a19aff54491b0ebc243fe522dcc132bb
       937  ..TI...$?."..2..  9aff54491b0ebc243fe522dcc132bb8e
# epoch 33750  H=7.6479 C=1.1981 HO=7.1463  A(t)=35828
      1093  f.'....[^._..>..  66e227b7a42e905b5ee220d9ec3e8888
      1046  n.h........f.'..  6e8068b3d1da01a88e8cec66e227b7a4
      1027  .n.h........f.'.  0d6e8068b3d1da01a88e8cec66e227b7
      1026  .v.n.h........f.  d4760d6e8068b3d1da01a88e8cec66e2
      1019  v.n.h........f.'  760d6e8068b3d1da01a88e8cec66e227
       984  ......f.'....[^.  da01a88e8cec66e227b7a42e905b5ee2
       974  ....f.'....[^._.  a88e8cec66e227b7a42e905b5ee220d9
       974  .....f.'....[^._  01a88e8cec66e227b7a42e905b5ee220
       973  ...f.'....[^._..  8e8cec66e227b7a42e905b5ee220d9ec
       973  ..f.'....[^._..>  8cec66e227b7a42e905b5ee220d9ec3e
# epoch 34000  H=7.6556 C=1.2513 HO=7.1558  A(t)=36227
       873  f.'....[^._..>..  66e227b7a42e905b5ee220d9ec3e8888
       782  |..!>....}.,]...  7cdc1c213e830ae2967ddb2c5d97a18e
       775  ..!>....}.,]....  dc1c213e830ae2967ddb2c5d97a18e1d
       693  .!>....}.,].....  1c213e830ae2967ddb2c5d97a18e1dfe
       677  ...3....`l.[.U..  e3b58c331a0de708606ce55b1355f984
       677  R...3....`l.[.U.  52e3b58c331a0de708606ce55b1355f9
       661  ..[^._..>....},.  2e905b5ee220d9ec3e8888f4ba7d2cba
       651  .........Q...V.a  ff941ea2de9af31cf851fbbbb6561a61
       651  ........Q...V.aK  941ea2de9af31cf851fbbbb6561a614b
       644  ?.F.RPX._...w.?.  3fff46d7525058062083f7e877cf3f94
# epoch 34250  H=7.6496 C=1.2474 HO=7.1374  A(t)=36617
      1166  ?.F.RPX._...w.?.  3fff46d7525058062083f7e877cf3f94
       784  ?.J.\.D.....[75.  3fff4a1b5cff44f8f9a18af45b37359a
       777  .F.RPX._...w.?._  ff46d7525058062083f7e877cf3f9420
       758  .Gh@.;#>_I4.}.,]  a34768409c3b233e5f4934067db12c5d
       756  [0Y.Gh@.;#>_I4.}  5b3059a34768409c3b233e5f4934067d
       756  Y.Gh@.;#>_I4.}.,  59a34768409c3b233e5f4934067db12c
       748  0Y.Gh@.;#>_I4.}.  3059a34768409c3b233e5f4934067db1
       694  \.D.....[75.x.l.  5cff44f8f9a18af45b37359a78c36cab
       690  .J.\.D.....[75.x  ff4a1b5cff44f8f9a18af45b37359a78
       690  G|.*>ka".},.....  477cd32a3e6b6122177d2cadad97c78e
# epoch 34500  H=7.6489 C=1.2690 HO=7.1386  A(t)=37001
       818  .......3[.dI|.n.  cadd9a9a0503ae335b0364497c826e87
       795  ..3[.dI|.n.....x  03ae335b0364497c826e87a5d6ba1878
       791  .3[.dI|.n.....x.  ae335b0364497c826e87a5d6ba1878fa
       787  3[.dI|.n.....x.*  335b0364497c826e87a5d6ba1878fa2a
       785  [.dI|.n.....x.*.  5b0364497c826e87a5d6ba1878fa2aba
       759  3}.,]o..;._!.?.s  337d852c5d6ff1a83b125f21e03f9073
       751  }.,]o..;._!.?.s)  7d852c5d6ff1a83b125f21e03f907329
       750  ,]o..;._!.?.s)fM  2c5d6ff1a83b125f21e03f907329664d
       745  |.n.....x.*...5.  7c826e87a5d6ba1878fa2abadee53598
       722  .v[..|.?>.a".},.  08765ba1847cd33f3efa6122ff7d2c07
# epoch 34750  H=7.6473 C=1.3046 HO=7.1313  A(t)=37470
       990  ..5.p>v4.3}.,]..  dee53598703e763490337da02c5df6f1
       988  .5.p>v4.3}.,]..\  e53598703e763490337da02c5df6f15c
       830  .q...>..d.}.,]..  19718cfadb3eec9e64967d8d2c5d1ba1
       824  q...>..d.}.,]...  718cfadb3eec9e64967d8d2c5d1ba19a
       754  ...>..d.}.,]....  8cfadb3eec9e64967d8d2c5d1ba19aff
       744  b.q...>..d.}.,].  6219718cfadb3eec9e64967d8d2c5d1b
       719  wb.q...>..d.}.,]  776219718cfadb3eec9e64967d8d2c5d
       707  4wb.q...>..d.}.,  34776219718cfadb3eec9e64967d8d2c
       669  .l........[0Y.Gh  c36cabf602c7a7bc05ba5b3059a34768
       659  ...[75.x.l......  b98af45b37359a78c36cabf602c7a7bc
# epoch 35000  H=7.6235 C=1.2802 HO=7.1107  A(t)=37964
       684  }.,]o..;._!.?.s)  7d852c5d6ff1bf3b125f21e03f907329
       657  .....ulN...jP...  c8cfe48af7756c4ec2fae96a50afaea3
       626  ..5.p>v4.3}.,]..  dee53598703e763490337da02c5df6f1
       624  ?.F.....ulN...jP  3fff46c8cfe48af7756c4ec2fae96a50
       622  ...},].6r....>.B  8588d57d2c5d2e3672b3e5c9ea3ebc42
       591  .,]o..;._!.?.s)f  852c5d6ff1bf3b125f21e03f90732966
       582  .5.p>v4.3}.,]..\  e53598703e763490337da02c5df6f15c
       573  .F.....ulN...jP.  ff46c8cfe48af7756c4ec2fae96a50af
       567  F.....ulN...jP..  46c8cfe48af7756c4ec2fae96a50afae
       562  [..|.?>.a".},...  5ba1847cd33f3efa6122ff7d2c07e086
# epoch 35250  H=7.6226 C=1.2774 HO=7.1196  A(t)=38373
       804  [..|..>.aN.},.l.  5b08847cd3823e04614e177d2cad6cb8
       804  ..|..>.aN.},.l..  08847cd3823e04614e177d2cad6cb89f
       800  Z[..|..>.aN.},.l  5a5b08847cd3823e04614e177d2cad6c
       800  .Z[..|..>.aN.},.  085a5b08847cd3823e04614e177d2cad
       779  .>.aN.},.l.....]  823e04614e177d2cad6cb89f8ebefb5d
       771  .|..>.aN.},.l...  847cd3823e04614e177d2cad6cb89f8e
       765  ..>.aN.},.l.....  d3823e04614e177d2cad6cb89f8ebefb
       759  |..>.aN.},.l....  7cd3823e04614e177d2cad6cb89f8ebe
       731  >.aN.},.l.....]x  3e04614e177d2cad6cb89f8ebefb5d78
       731  .aN.},.l.....]x.  04614e177d2cad6cb89f8ebefb5d78ee
# epoch 35500  H=7.6151 C=1.2344 HO=7.1129  A(t)=38809
       948  .*.r>.qW.}/,]..(  e52a98723ea17157bd7d2f2c5d91f128
       946  ..*.r>.qW.}/,]..  dee52a98723ea17157bd7d2f2c5d91f1
       946  >.qW.}/,]..(....  3ea17157bd7d2f2c5d91f128dd1288a2
       924  *.r>.qW.}/,]..(.  2a98723ea17157bd7d2f2c5d91f128dd
       916  r>.qW.}/,]..(...  723ea17157bd7d2f2c5d91f128dd1288
       902  ...*.r>.qW.}/,].  badee52a98723ea17157bd7d2f2c5d91
       890  .r>.qW.}/,]..(..  98723ea17157bd7d2f2c5d91f128dd12
       874  .qW.}/,]..(....a  a17157bd7d2f2c5d91f128dd1288a261
       870  R...*.r>.qW.}/,]  52badee52a98723ea17157bd7d2f2c5d
       829  !>....}.,]......  213e830ae2967db32c5d97a18efbfe1d
# epoch 35750  H=7.6016 C=1.2445 HO=7.0984  A(t)=39268
      1021  }_,]h...._....s)  7d202c5d68f1ef1b125fa291c4017329
       983  _,]h...._....s)d  202c5d68f1ef1b125fa291c401732964
       979  ,]h...._....s)d-  2c5d68f1ef1b125fa291c4017329642d
       917  ]h...._....s)d-.  5d68f1ef1b125fa291c4017329642dfa
       820  ..._....s)d-..3.  ef1b125fa291c4017329642dfac333be
       816  ...._....s)d-..3  f1ef1b125fa291c4017329642dfac333
       814  h...._....s)d-..  68f1ef1b125fa291c4017329642dfac3
       742  .5.r>.q..}.,]o.@  e53598723ea171139f7df62c5d6ff140
       723  3}_,]h...._....s  337d202c5d68f1ef1b125fa291c40173
       722  >.qW.}.,]o.({...  3ec77157bd7df62c5d6ff1287ba088a2
# epoch 36000  H=7.6347 C=1.2278 HO=7.1368  A(t)=39727
      1295  }_,]h...._....s)  7d202c5d68f1ef1b125fa291c4017329
       952  _,]h...._....s)d  202c5d68f1ef1b125fa291c401732964
       847  3}_,]h...._....s  337d202c5d68f1ef1b125fa291c40173
       817  [.G|.*>kam.},...  5b08477c062a3e6b616d177d2cad9797
       794  [.dI|.n...|v..*.  5b0364497c8e6e87a5d67c7601f72aba
       779  M[.G|.*>kam.},..  4d5b08477c062a3e6b616d177d2cad97
       693  zQ|..V>....}7,]~  7a517cdc1c563eb9aeaab17d372c5d7e
       689  |..V>....}7,]~..  7cdc1c563eb9aeaab17d372c5d7e8c8e
       689  Q|..V>....}7,]~.  517cdc1c563eb9aeaab17d372c5d7e8c
       688  >....}.,].......  3e830ae2967db32c5d97a18efbfe1dca
# epoch 36250  H=7.6421 C=1.2320 HO=7.1414  A(t)=40128
       895  ?."0....uT..D..&  3fff223010d5aeea755408ba44b58c26
       774  ?..0*%.OOp.[#O..  3fffcd302a25844f4f70db5b234fa392
       738  .]rh.../'...S...  eb5d7268aed1882f27c581f853cdd18c
       712  [.dI|.n...|v..*.  5b0364497c8e6e87a5d67c7601f72aba
       673  ..0*%.OOp.[#O...  ffcd302a25844f4f70db5b234fa39291
       673  .0*%.OOp.[#O..._  cd302a25844f4f70db5b234fa3929120
       650  rh.../'...S...%.  7268aed1882f27c581f853cdd18c25c6
       650  ]rh.../'...S...%  5d7268aed1882f27c581f853cdd18c25
       639  0*%.OOp.[#O..._h  302a25844f4f70db5b234fa392912068
       636  *%.OOp.[#O..._h.  2a25844f4f70db5b234fa392912068c1
# epoch 36500  H=7.6625 C=1.2422 HO=7.1664  A(t)=40598
       939  >....}.,]h...._.  3e1efcbfc97dee2c5d68f1ef1b125fa2
       932  *...5.^>....}.,]  2abbdee635985e3e1efcbfc97dee2c5d
       905  .^>....}.,]h....  985e3e1efcbfc97dee2c5d68f1ef1b12
       905  ^>....}.,]h...._  5e3e1efcbfc97dee2c5d68f1ef1b125f
       899  Z[..|..>.aN.},.l  5a5b08847cd3823e18614e177d2cad6c
       899  .Z[..|..>.aN.},.  085a5b08847cd3823e18614e177d2cad
       893  ..Z[..|..>.aN.},  82085a5b08847cd3823e18614e177d2c
       890  ...5.^>....}.,]h  bbdee635985e3e1efcbfc97dee2c5d68
       883  V..Z[..|..>.aN.}  5682085a5b08847cd3823e18614e177d
       879  .....:b.*...5.^>  e88edaeaa63a62e62abbdee635985e3e
# epoch 36750  H=7.6809 C=1.2823 HO=7.1713  A(t)=41093
      1307  *...5.^>....}.,]  2abbdee635985e3e1efcbfc97dee2c5d
      1257  ...5.^>....}.,]h  bbdee635985e3e1efcbfc97dee2c5d68
       957  b.*...5.^>....}.  62e62abbdee635985e3e1efcbfc97dee
       956  .*...5.^>....}.,  e62abbdee635985e3e1efcbfc97dee2c
       915  :b.*...5.^>....}  3a62e62abbdee635985e3e1efcbfc97d
       881  ..5.^>....}.,]h.  dee635985e3e1efcbfc97dee2c5d68f1
       865  >....}.,]h...._.  3e1efcbfc97dee2c5d68f1ef1b125fa2
       844  ....}.,]h...._..  1efcbfc97dee2c5d68f1ef1b125fa291
       843  ^>....}.,]h...._  5e3e1efcbfc97dee2c5d68f1ef1b125f
       774  ..:b.*...5.^>...  eaa63a62e62abbdee635985e3e1efcbf
# epoch 37000  H=7.6818 C=1.2565 HO=7.1690  A(t)=41478
       982  .4...K.....v3[.?  1734e6b01c4bddeebf050376335b033f
       932  =....M~...`..[.U  3dfa91db194d7efaaa0c6004e45b9055
       881  p>v4#.}.,]Z..;^_  703e763423987d8c2c5d5af12e3b5e5f
       835  >v4#.}.,]Z..;^_$  3e763423987d8c2c5d5af12e3b5e5f24
       827  v4#.}.,]Z..;^_$.  763423987d8c2c5d5af12e3b5e5f24e0
       821  4#.}.,]Z..;^_$.?  3423987d8c2c5d5af12e3b5e5f24e03f
       809  }.,]Z..;^_$.?.s.  7d8c2c5d5af12e3b5e5f24e03f9073d7
       789  .}.,]Z..;^_$.?.s  987d8c2c5d5af12e3b5e5f24e03f9073
       787  #.}.,]Z..;^_$.?.  23987d8c2c5d5af12e3b5e5f24e03f90
       764  ....M~...`..[.U.  fa91db194d7efaaa0c6004e45b905590
# epoch 37250  H=7.6701 C=1.2309 HO=7.1611  A(t)=41925
      1056  }.,]/.(~..6a?fn.  7d142c5d2ff1287e83ac36613f666ecd
